Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
BT5,NO,31/12/2018 00:00,10.80000,ppb,P
BT6,NO,01/01/2018 00:00,6.20000,ppb,R
BT6,NO,02/01/2018 00:00,13.20000,ppb,R
BT6,NO,03/01/2018 00:00,6.50000,ppb,R
BT6,NO,04/01/2018 00:00,13.60000,ppb,R
BT6,NO,05/01/2018 00:00,35.70000,ppb,R
BT6,NO,06/01/2018 00:00,24.60000,ppb,R
BT6,NO,07/01/2018 00:00,2.80000,ppb,R
BT6,NO,08/01/2018 00:00,3.80000,ppb,R
BT6,NO,09/01/2018 00:00,41.30000,ppb,R
BT6,NO,10/01/2018 00:00,65.10000,ppb,R
BT6,NO,11/01/2018 00:00,51.30000,ppb,R
BT6,NO,12/01/2018 00:00,25.80000,ppb,R
BT6,NO,13/01/2018 00:00,14.10000,ppb,R
BT6,NO,14/01/2018 00:00,9.90000,ppb,R
BT6,NO,15/01/2018 00:00,10.30000,ppb,R
BT6,NO,16/01/2018 00:00,10.90000,ppb,R
BT6,NO,17/01/2018 00:00,11.10000,ppb,R
BT6,NO,18/01/2018 00:00,13.40000,ppb,R
BT6,NO,19/01/2018 00:00,27.10000,ppb,R
BT6,NO,20/01/2018 00:00,9.50000,ppb,R
BT6,NO,21/01/2018 00:00,20.80000,ppb,R
BT6,NO,22/01/2018 00:00,25.40000,ppb,R
BT6,NO,23/01/2018 00:00,8.20000,ppb,R
BT6,NO,24/01/2018 00:00,7.30000,ppb,R
BT6,NO,25/01/2018 00:00,16.90000,ppb,R
BT6,NO,26/01/2018 00:00,46.30000,ppb,R
BT6,NO,27/01/2018 00:00,17.30000,ppb,R
BT6,NO,28/01/2018 00:00,4.70000,ppb,R
BT6,NO,29/01/2018 00:00,14.50000,ppb,R
BT6,NO,30/01/2018 00:00,72.30000,ppb,R
BT6,NO,31/01/2018 00:00,11.50000,ppb,R
BT6,NO,01/02/2018 00:00,21.20000,ppb,R
BT6,NO,02/02/2018 00:00,38.30000,ppb,R
BT6,NO,03/02/2018 00:00,20.90000,ppb,R
BT6,NO,04/02/2018 00:00,4.20000,ppb,R
BT6,NO,05/02/2018 00:00,6.00000,ppb,R
BT6,NO,06/02/2018 00:00,24.60000,ppb,R
BT6,NO,07/02/2018 00:00,44.00000,ppb,R
BT6,NO,08/02/2018 00:00,46.60000,ppb,R
BT6,NO,09/02/2018 00:00,15.00000,ppb,R
BT6,NO,10/02/2018 00:00,21.60000,ppb,R
BT6,NO,11/02/2018 00:00,6.80000,ppb,R
BT6,NO,12/02/2018 00:00,23.00000,ppb,R
BT6,NO,13/02/2018 00:00,11.10000,ppb,R
BT6,NO,14/02/2018 00:00,27.40000,ppb,R
BT6,NO,15/02/2018 00:00,14.70000,ppb,R
BT6,NO,16/02/2018 00:00,34.80000,ppb,R
BT6,NO,17/02/2018 00:00,35.80000,ppb,R
BT6,NO,18/02/2018 00:00,17.10000,ppb,R
BT6,NO,19/02/2018 00:00,37.10000,ppb,R
BT6,NO,20/02/2018 00:00,13.50000,ppb,R
BT6,NO,21/02/2018 00:00,12.60000,ppb,R
BT6,NO,22/02/2018 00:00,6.00000,ppb,R
BT6,NO,23/02/2018 00:00,8.00000,ppb,R
BT6,NO,24/02/2018 00:00,4.60000,ppb,R
BT6,NO,25/02/2018 00:00,3.10000,ppb,R
BT6,NO,26/02/2018 00:00,5.50000,ppb,R
BT6,NO,27/02/2018 00:00,11.70000,ppb,R
BT6,NO,28/02/2018 00:00,7.50000,ppb,R
BT6,NO,01/03/2018 00:00,3.50000,ppb,R
BT6,NO,02/03/2018 00:00,4.10000,ppb,R
BT6,NO,03/03/2018 00:00,7.20000,ppb,R
BT6,NO,04/03/2018 00:00,11.80000,ppb,R
BT6,NO,05/03/2018 00:00,16.20000,ppb,R
BT6,NO,06/03/2018 00:00,23.40000,ppb,R
BT6,NO,07/03/2018 00:00,45.10000,ppb,R
BT6,NO,08/03/2018 00:00,9.30000,ppb,R
BT6,NO,09/03/2018 00:00,36.10000,ppb,R
BT6,NO,10/03/2018 00:00,11.30000,ppb,R
BT6,NO,11/03/2018 00:00,11.30000,ppb,R
BT6,NO,12/03/2018 00:00,17.90000,ppb,R
BT6,NO,13/03/2018 00:00,24.30000,ppb,R
BT6,NO,14/03/2018 00:00,12.60000,ppb,R
BT6,NO,15/03/2018 00:00,11.00000,ppb,R
BT6,NO,16/03/2018 00:00,12.40000,ppb,R
BT6,NO,17/03/2018 00:00,3.30000,ppb,R
BT6,NO,18/03/2018 00:00,2.80000,ppb,R
BT6,NO,19/03/2018 00:00,3.60000,ppb,R
BT6,NO,20/03/2018 00:00,9.10000,ppb,R
BT6,NO,21/03/2018 00:00,37.30000,ppb,R
BT6,NO,22/03/2018 00:00,14.20000,ppb,R
BT6,NO,23/03/2018 00:00,8.40000,ppb,R
BT6,NO,24/03/2018 00:00,9.10000,ppb,R
BT6,NO,25/03/2018 00:00,16.60000,ppb,R
BT6,NO,26/03/2018 00:00,17.20000,ppb,R
BT6,NO,27/03/2018 00:00,16.80000,ppb,R
BT6,NO,28/03/2018 00:00,22.90000,ppb,R
BT6,NO,29/03/2018 00:00,20.70000,ppb,R
BT6,NO,30/03/2018 00:00,5.00000,ppb,R
BT6,NO,31/03/2018 00:00,13.50000,ppb,R
BT6,NO,01/04/2018 00:00,8.10000,ppb,R
BT6,NO,02/04/2018 00:00,5.60000,ppb,R
BT6,NO,03/04/2018 00:00,7.00000,ppb,R
BT6,NO,04/04/2018 00:00,6.00000,ppb,R
BT6,NO,05/04/2018 00:00,9.30000,ppb,R
BT6,NO,06/04/2018 00:00,11.30000,ppb,R
BT6,NO,07/04/2018 00:00,8.70000,ppb,R
BT6,NO,08/04/2018 00:00,6.80000,ppb,R
BT6,NO,09/04/2018 00:00,3.50000,ppb,R
BT6,NO,10/04/2018 00:00,3.90000,ppb,R
BT6,NO,11/04/2018 00:00,6.20000,ppb,R
BT6,NO,12/04/2018 00:00,9.40000,ppb,R
BT6,NO,13/04/2018 00:00,17.90000,ppb,R
BT6,NO,14/04/2018 00:00,9.90000,ppb,R
BT6,NO,15/04/2018 00:00,4.50000,ppb,R
BT6,NO,16/04/2018 00:00,6.20000,ppb,R
BT6,NO,17/04/2018 00:00,6.20000,ppb,R
BT6,NO,18/04/2018 00:00,11.40000,ppb,R
BT6,NO,19/04/2018 00:00,16.20000,ppb,R
BT6,NO,20/04/2018 00:00,17.80000,ppb,R
BT6,NO,21/04/2018 00:00,5.30000,ppb,R
BT6,NO,22/04/2018 00:00,4.60000,ppb,R
BT6,NO,23/04/2018 00:00,9.40000,ppb,R
BT6,NO,24/04/2018 00:00,10.00000,ppb,R
BT6,NO,25/04/2018 00:00,10.00000,ppb,R
BT6,NO,26/04/2018 00:00,8.30000,ppb,R
BT6,NO,27/04/2018 00:00,10.20000,ppb,R
BT6,NO,28/04/2018 00:00,10.10000,ppb,R
BT6,NO,29/04/2018 00:00,2.40000,ppb,R
BT6,NO,30/04/2018 00:00,11.60000,ppb,R
BT6,NO,01/05/2018 00:00,15.10000,ppb,R
BT6,NO,02/05/2018 00:00,13.70000,ppb,R
BT6,NO,03/05/2018 00:00,24.00000,ppb,R
BT6,NO,04/05/2018 00:00,13.40000,ppb,R
BT6,NO,05/05/2018 00:00,9.10000,ppb,R
BT6,NO,06/05/2018 00:00,2.00000,ppb,R
BT6,NO,07/05/2018 00:00,2.00000,ppb,R
BT6,NO,08/05/2018 00:00,15.70000,ppb,R
BT6,NO,09/05/2018 00:00,12.80000,ppb,R
BT6,NO,10/05/2018 00:00,10.00000,ppb,R
BT6,NO,11/05/2018 00:00,9.40000,ppb,R
BT6,NO,12/05/2018 00:00,10.90000,ppb,R
BT6,NO,13/05/2018 00:00,13.90000,ppb,R
BT6,NO,14/05/2018 00:00,11.60000,ppb,R
BT6,NO,15/05/2018 00:00,8.30000,ppb,R
BT6,NO,16/05/2018 00:00,4.00000,ppb,R
BT6,NO,17/05/2018 00:00,3.90000,ppb,R
BT6,NO,18/05/2018 00:00,6.70000,ppb,R
BT6,NO,19/05/2018 00:00,7.70000,ppb,R
BT6,NO,20/05/2018 00:00,4.70000,ppb,R
BT6,NO,21/05/2018 00:00,4.00000,ppb,R
BT6,NO,22/05/2018 00:00,6.40000,ppb,R
BT6,NO,23/05/2018 00:00,4.60000,ppb,R
BT6,NO,24/05/2018 00:00,10.80000,ppb,R
BT6,NO,25/05/2018 00:00,12.50000,ppb,R
BT6,NO,26/05/2018 00:00,1.50000,ppb,R
BT6,NO,27/05/2018 00:00,2.90000,ppb,R
BT6,NO,28/05/2018 00:00,3.20000,ppb,R
BT6,NO,29/05/2018 00:00,3.80000,ppb,R
BT6,NO,30/05/2018 00:00,8.80000,ppb,R
BT6,NO,31/05/2018 00:00,3.80000,ppb,R
BT6,NO,01/06/2018 00:00,10.50000,ppb,R
BT6,NO,02/06/2018 00:00,9.90000,ppb,R
BT6,NO,03/06/2018 00:00,5.60000,ppb,R
BT6,NO,04/06/2018 00:00,2.50000,ppb,R
BT6,NO,05/06/2018 00:00,2.60000,ppb,R
BT6,NO,06/06/2018 00:00,2.50000,ppb,R
BT6,NO,07/06/2018 00:00,3.00000,ppb,R
BT6,NO,08/06/2018 00:00,3.70000,ppb,R
BT6,NO,09/06/2018 00:00,2.70000,ppb,R
BT6,NO,10/06/2018 00:00,1.40000,ppb,R
BT6,NO,11/06/2018 00:00,2.70000,ppb,R
BT6,NO,12/06/2018 00:00,4.50000,ppb,R
BT6,NO,13/06/2018 00:00,11.10000,ppb,R
BT6,NO,14/06/2018 00:00,16.30000,ppb,R
BT6,NO,15/06/2018 00:00,16.30000,ppb,R
BT6,NO,16/06/2018 00:00,6.60000,ppb,R
BT6,NO,17/06/2018 00:00,4.40000,ppb,R
BT6,NO,18/06/2018 00:00,8.50000,ppb,R
BT6,NO,19/06/2018 00:00,12.10000,ppb,R
BT6,NO,20/06/2018 00:00,10.40000,ppb,R
BT6,NO,21/06/2018 00:00,15.20000,ppb,R
BT6,NO,22/06/2018 00:00,11.50000,ppb,R
BT6,NO,23/06/2018 00:00,9.90000,ppb,R
BT6,NO,24/06/2018 00:00,2.80000,ppb,R
BT6,NO,25/06/2018 00:00,13.00000,ppb,R
BT6,NO,26/06/2018 00:00,6.10000,ppb,R
BT6,NO,27/06/2018 00:00,1.60000,ppb,R
BT6,NO,28/06/2018 00:00,2.80000,ppb,R
BT6,NO,29/06/2018 00:00,3.20000,ppb,R
BT6,NO,30/06/2018 00:00,1.50000,ppb,R
BT6,NO,01/07/2018 00:00,1.00000,ppb,R
BT6,NO,02/07/2018 00:00,1.70000,ppb,R
BT6,NO,03/07/2018 00:00,1.90000,ppb,R
BT6,NO,04/07/2018 00:00,4.20000,ppb,R
BT6,NO,05/07/2018 00:00,13.60000,ppb,R
BT6,NO,06/07/2018 00:00,8.80000,ppb,R
BT6,NO,07/07/2018 00:00,6.30000,ppb,R
BT6,NO,08/07/2018 00:00,3.20000,ppb,R
BT6,NO,09/07/2018 00:00,9.80000,ppb,R
BT6,NO,10/07/2018 00:00,7.30000,ppb,R
BT6,NO,11/07/2018 00:00,7.10000,ppb,R
BT6,NO,12/07/2018 00:00,5.40000,ppb,R
BT6,NO,13/07/2018 00:00,4.90000,ppb,R
BT6,NO,14/07/2018 00:00,7.30000,ppb,R
BT6,NO,15/07/2018 00:00,6.50000,ppb,R
BT6,NO,16/07/2018 00:00,10.20000,ppb,R
BT6,NO,17/07/2018 00:00,11.10000,ppb,R
BT6,NO,18/07/2018 00:00,9.90000,ppb,R
BT6,NO,19/07/2018 00:00,12.10000,ppb,R
BT6,NO,20/07/2018 00:00,6.70000,ppb,R
BT6,NO,21/07/2018 00:00,5.80000,ppb,R
BT6,NO,22/07/2018 00:00,5.70000,ppb,R
BT6,NO,23/07/2018 00:00,10.70000,ppb,R
BT6,NO,24/07/2018 00:00,8.70000,ppb,R
BT6,NO,25/07/2018 00:00,5.00000,ppb,R
BT6,NO,26/07/2018 00:00,5.60000,ppb,R
BT6,NO,27/07/2018 00:00,8.70000,ppb,R
BT6,NO,28/07/2018 00:00,4.10000,ppb,R
BT6,NO,29/07/2018 00:00,3.50000,ppb,R
BT6,NO,30/07/2018 00:00,8.70000,ppb,R
BT6,NO,31/07/2018 00:00,9.20000,ppb,R
BT6,NO,01/08/2018 00:00,10.40000,ppb,R
BT6,NO,02/08/2018 00:00,13.10000,ppb,R
BT6,NO,03/08/2018 00:00,9.80000,ppb,R
BT6,NO,04/08/2018 00:00,6.00000,ppb,R
BT6,NO,05/08/2018 00:00,3.60000,ppb,R
BT6,NO,06/08/2018 00:00,7.60000,ppb,R
BT6,NO,07/08/2018 00:00,10.00000,ppb,R
BT6,NO,08/08/2018 00:00,7.90000,ppb,R
BT6,NO,09/08/2018 00:00,18.10000,ppb,R
BT6,NO,10/08/2018 00:00,15.90000,ppb,R
BT6,NO,11/08/2018 00:00,13.80000,ppb,R
BT6,NO,12/08/2018 00:00,4.50000,ppb,R
BT6,NO,13/08/2018 00:00,12.00000,ppb,R
BT6,NO,14/08/2018 00:00,14.10000,ppb,R
BT6,NO,15/08/2018 00:00,7.60000,ppb,R
BT6,NO,16/08/2018 00:00,13.20000,ppb,R
BT6,NO,17/08/2018 00:00,20.60000,ppb,R
BT6,NO,18/08/2018 00:00,7.00000,ppb,R
BT6,NO,19/08/2018 00:00,5.00000,ppb,R
BT6,NO,20/08/2018 00:00,11.40000,ppb,R
BT6,NO,21/08/2018 00:00,10.90000,ppb,R
BT6,NO,22/08/2018 00:00,11.80000,ppb,R
BT6,NO,23/08/2018 00:00,10.80000,ppb,R
BT6,NO,24/08/2018 00:00,14.50000,ppb,R
BT6,NO,25/08/2018 00:00,20.90000,ppb,R
BT6,NO,26/08/2018 00:00,16.80000,ppb,R
BT6,NO,27/08/2018 00:00,13.00000,ppb,R
BT6,NO,28/08/2018 00:00,14.70000,ppb,R
BT6,NO,29/08/2018 00:00,20.80000,ppb,R
BT6,NO,30/08/2018 00:00,8.40000,ppb,R
BT6,NO,31/08/2018 00:00,7.40000,ppb,R
BT6,NO,01/09/2018 00:00,8.70000,ppb,R
BT6,NO,02/09/2018 00:00,5.10000,ppb,R
BT6,NO,03/09/2018 00:00,13.80000,ppb,R
BT6,NO,04/09/2018 00:00,5.30000,ppb,R
BT6,NO,05/09/2018 00:00,9.90000,ppb,R
BT6,NO,06/09/2018 00:00,16.60000,ppb,R
BT6,NO,07/09/2018 00:00,16.50000,ppb,R
BT6,NO,08/09/2018 00:00,12.00000,ppb,R
BT6,NO,09/09/2018 00:00,5.10000,ppb,R
BT6,NO,10/09/2018 00:00,9.00000,ppb,R
BT6,NO,11/09/2018 00:00,7.40000,ppb,R
BT6,NO,12/09/2018 00:00,19.90000,ppb,R
BT6,NO,13/09/2018 00:00,51.20000,ppb,R
BT6,NO,14/09/2018 00:00,17.20000,ppb,R
BT6,NO,15/09/2018 00:00,14.90000,ppb,R
BT6,NO,16/09/2018 00:00,4.30000,ppb,R
BT6,NO,17/09/2018 00:00,6.50000,ppb,R
BT6,NO,18/09/2018 00:00,5.40000,ppb,R
BT6,NO,19/09/2018 00:00,6.80000,ppb,R
BT6,NO,20/09/2018 00:00,6.20000,ppb,R
BT6,NO,21/09/2018 00:00,9.90000,ppb,R
BT6,NO,22/09/2018 00:00,9.30000,ppb,R
BT6,NO,23/09/2018 00:00,11.10000,ppb,R
BT6,NO,24/09/2018 00:00,47.90000,ppb,R
BT6,NO,25/09/2018 00:00,91.40000,ppb,R
BT6,NO,26/09/2018 00:00,36.90000,ppb,R
BT6,NO,27/09/2018 00:00,31.00000,ppb,R
BT6,NO,28/09/2018 00:00,4.70000,ppb,R
BT6,NO,29/09/2018 00:00,32.50000,ppb,R
BT6,NO,30/09/2018 00:00,21.70000,ppb,R
BT6,NO,01/10/2018 00:00,23.50000,ppb,R
BT6,NO,02/10/2018 00:00,11.10000,ppb,R
BT6,NO,03/10/2018 00:00,37.80000,ppb,R
BT6,NO,04/10/2018 00:00,19.30000,ppb,R
BT6,NO,05/10/2018 00:00,17.90000,ppb,R
BT6,NO,06/10/2018 00:00,12.80000,ppb,R
BT6,NO,07/10/2018 00:00,15.30000,ppb,R
BT6,NO,08/10/2018 00:00,16.20000,ppb,R
BT6,NO,09/10/2018 00:00,27.50000,ppb,R
BT6,NO,10/10/2018 00:00,20.70000,ppb,R
BT6,NO,11/10/2018 00:00,6.00000,ppb,R
BT6,NO,12/10/2018 00:00,5.40000,ppb,R
BT6,NO,13/10/2018 00:00,4.30000,ppb,R
BT6,NO,14/10/2018 00:00,5.30000,ppb,R
BT6,NO,15/10/2018 00:00,6.40000,ppb,R
BT6,NO,16/10/2018 00:00,13.40000,ppb,R
BT6,NO,17/10/2018 00:00,23.00000,ppb,R
BT6,NO,18/10/2018 00:00,5.70000,ppb,R
BT6,NO,19/10/2018 00:00,66.10000,ppb,R
BT6,NO,20/10/2018 00:00,96.30000,ppb,R
BT6,NO,21/10/2018 00:00,33.30000,ppb,R
BT6,NO,22/10/2018 00:00,26.70000,ppb,R
BT6,NO,23/10/2018 00:00,21.80000,ppb,R
BT6,NO,24/10/2018 00:00,22.10000,ppb,R
BT6,NO,25/10/2018 00:00,28.60000,ppb,R
BT6,NO,26/10/2018 00:00,18.40000,ppb,R
BT6,NO,27/10/2018 00:00,15.10000,ppb,R
BT6,NO,28/10/2018 00:00,4.00000,ppb,R
BT6,NO,29/10/2018 00:00,11.30000,ppb,R
BT6,NO,30/10/2018 00:00,24.10000,ppb,R
BT6,NO,31/10/2018 00:00,44.00000,ppb,R
BT6,NO,01/11/2018 00:00,47.90000,ppb,R
BT6,NO,02/11/2018 00:00,80.90000,ppb,R
BT6,NO,03/11/2018 00:00,15.30000,ppb,R
BT6,NO,04/11/2018 00:00,6.30000,ppb,R
BT6,NO,05/11/2018 00:00,40.30000,ppb,R
BT6,NO,06/11/2018 00:00,25.50000,ppb,R
BT6,NO,07/11/2018 00:00,7.60000,ppb,R
BT6,NO,08/11/2018 00:00,11.50000,ppb,R
BT6,NO,09/11/2018 00:00,10.90000,ppb,R
BT6,NO,10/11/2018 00:00,10.10000,ppb,R
BT6,NO,11/11/2018 00:00,6.10000,ppb,R
BT6,NO,12/11/2018 00:00,14.30000,ppb,R
BT6,NO,13/11/2018 00:00,14.20000,ppb,R
BT6,NO,14/11/2018 00:00,21.30000,ppb,R
BT6,NO,15/11/2018 00:00,25.30000,ppb,R
BT6,NO,16/11/2018 00:00,11.70000,ppb,R
BT6,NO,17/11/2018 00:00,6.80000,ppb,R
BT6,NO,18/11/2018 00:00,5.40000,ppb,R
BT6,NO,19/11/2018 00:00,3.10000,ppb,R
BT6,NO,20/11/2018 00:00,4.90000,ppb,R
BT6,NO,21/11/2018 00:00,29.10000,ppb,R
BT6,NO,22/11/2018 00:00,55.30000,ppb,R
BT6,NO,23/11/2018 00:00,21.10000,ppb,R
BT6,NO,24/11/2018 00:00,7.10000,ppb,R
BT6,NO,25/11/2018 00:00,3.60000,ppb,R
BT6,NO,26/11/2018 00:00,25.30000,ppb,R
BT6,NO,27/11/2018 00:00,28.30000,ppb,R
BT6,NO,28/11/2018 00:00,8.10000,ppb,R
BT6,NO,29/11/2018 00:00,5.40000,ppb,R
BT6,NO,30/11/2018 00:00,12.00000,ppb,R
BT6,NO,01/12/2018 00:00,6.50000,ppb,R
BT6,NO,02/12/2018 00:00,3.40000,ppb,R
BT6,NO,03/12/2018 00:00,11.40000,ppb,R
BT6,NO,04/12/2018 00:00,67.00000,ppb,R
BT6,NO,05/12/2018 00:00,18.00000,ppb,R
BT6,NO,06/12/2018 00:00,7.70000,ppb,R
BT6,NO,07/12/2018 00:00,8.70000,ppb,R
BT6,NO,08/12/2018 00:00,5.30000,ppb,R
BT6,NO,09/12/2018 00:00,8.30000,ppb,R
BT6,NO,10/12/2018 00:00,31.10000,ppb,R
BT6,NO,11/12/2018 00:00,82.60000,ppb,R
BT6,NO,12/12/2018 00:00,15.40000,ppb,R
BT6,NO,13/12/2018 00:00,15.50000,ppb,R
BT6,NO,14/12/2018 00:00,42.10000,ppb,R
BT6,NO,15/12/2018 00:00,11.10000,ppb,R
BT6,NO,16/12/2018 00:00,13.80000,ppb,R
BT6,NO,17/12/2018 00:00,32.90000,ppb,R
BT6,NO,18/12/2018 00:00,5.30000,ppb,R
BT6,NO,19/12/2018 00:00,13.10000,ppb,R
BT6,NO,20/12/2018 00:00,9.90000,ppb,R
BT6,NO,21/12/2018 00:00,7.80000,ppb,R
BT6,NO,22/12/2018 00:00,13.70000,ppb,R
BT6,NO,23/12/2018 00:00,9.50000,ppb,R
BT6,NO,24/12/2018 00:00,37.20000,ppb,R
BT6,NO,25/12/2018 00:00,46.70000,ppb,R
BT6,NO,26/12/2018 00:00,19.10000,ppb,R
BT6,NO,27/12/2018 00:00,147.39999,ppb,R
BT6,NO,28/12/2018 00:00,82.80000,ppb,R
BT6,NO,29/12/2018 00:00,18.70000,ppb,R
BT6,NO,30/12/2018 00:00,14.70000,ppb,R
BT6,NO,31/12/2018 00:00,16.20000,ppb,R
